timestamp,battery,current,irradiance,panel_tilt,power,temperature,voltage
2025-05-06T21:37:23.251000,,,998.59,,,,
2025-05-06T21:37:23.254000,51.04,,,,,,
2025-05-06T21:37:23.256000,,,,53.78,,,
2025-05-06T21:37:23.257000,,,,,,26.74,
2025-05-06T21:37:28.258000,,,,,,,12.98
2025-05-06T21:37:28.259000,,2.78,,,,,
2025-05-06T21:37:28.261000,,,,,36.25,,
2025-05-06T21:37:28.262000,,,240.91,,,,
2025-05-06T21:37:28.263000,,,,,,28.5,
2025-05-06T21:37:28.267000,27.34,,,,,,
2025-05-06T21:37:28.273000,,,,20.69,,,
2025-05-06T21:37:33.278000,,3.56,,,42.39,,
2025-05-06T21:37:33.279000,,,577.0,,,,10.93
2025-05-06T21:37:33.280000,,,,,,20.68,
2025-05-06T21:37:33.286000,28.92,,,,,,
2025-05-06T21:37:33.291000,,,,41.67,,,
2025-05-06T21:37:38.294000,,,,,,,11.16
2025-05-06T21:37:38.298000,,2.54,,,,,
2025-05-06T21:37:38.301000,,,,,27.81,,
2025-05-06T21:37:38.302000,,,579.79,,,,
2025-05-06T21:37:38.305000,,,,,,38.24,
2025-05-06T21:37:38.306000,55.17,,,,,,
2025-05-06T21:37:38.307000,,,,18.44,,,
2025-05-06T21:37:43.307000,,4.55,,,,,12.55
2025-05-06T21:37:43.308000,,,,,53.33,,
2025-05-06T21:37:43.309000,,,292.06,,,,
2025-05-06T21:37:43.310000,,,,,,24.76,
2025-05-06T21:37:43.311000,21.22,,,,,,
2025-05-06T21:37:43.312000,,,,36.62,,,
2025-05-06T21:37:48.314000,,3.96,,,,,13.45
2025-05-06T21:37:48.315000,,,,,49.02,,
2025-05-06T21:37:48.317000,,,309.69,,,22.54,
2025-05-06T21:37:48.320000,60.51,,,,,,
2025-05-06T21:37:48.322000,,,,10.55,,,
2025-05-06T21:37:53.325000,,2.72,324.46,,36.57,33.37,11.82
2025-05-06T21:37:53.326000,66.19,,,19.28,,,
2025-05-06T21:37:58.329000,,4.15,,,46.18,,10.62
2025-05-06T21:37:58.330000,,,745.64,,,38.93,
2025-05-06T21:37:58.331000,28.19,,,,,,
2025-05-06T21:37:58.332000,,,,11.49,,,
2025-05-06T21:38:03.334000,,2.92,,,,,12.93
2025-05-06T21:38:03.336000,,,,,35.97,,
2025-05-06T21:38:03.337000,,,518.08,,,,
2025-05-06T21:38:03.339000,,,,,,28.61,
2025-05-06T21:38:03.342000,41.6,,,,,,
2025-05-06T21:38:03.345000,,,,54.68,,,
2025-05-06T21:38:08.352000,,3.5,367.54,,36.73,,11.77
2025-05-06T21:38:08.353000,,,,,,26.69,
2025-05-06T21:38:08.354000,96.53,,,41.16,,,
2025-05-06T21:38:13.355000,,3.68,,,,,13.45
2025-05-06T21:38:13.357000,,,,,46.92,,
2025-05-06T21:38:13.358000,,,659.04,,,27.58,
2025-05-06T21:38:13.359000,91.14,,,,,,
2025-05-06T21:38:13.372000,,,,74.3,,,
2025-05-06T21:38:18.371000,,3.19,,,39.5,,10.85
2025-05-06T21:38:18.372000,,,640.06,,,,
2025-05-06T21:38:18.373000,,,,,,20.02,
2025-05-06T21:38:18.374000,52.7,,,6.63,,,
2025-05-06T21:38:23.377000,,3.51,,,,,
2025-05-06T21:38:23.378000,,,,,,,11.43
2025-05-06T21:38:23.380000,,,,,42.53,,
2025-05-06T21:38:23.381000,,,559.65,,,,
2025-05-06T21:38:23.384000,,,,,,31.69,
2025-05-06T21:38:23.388000,30.17,,,,,,
2025-05-06T21:38:23.390000,,,,72.17,,,
2025-05-06T21:38:28.396000,,2.59,,,,,11.67
2025-05-06T21:38:28.399000,,,,,27.8,,
2025-05-06T21:38:28.400000,,,257.19,,,26.87,
2025-05-06T21:38:28.401000,60.71,,,,,,
2025-05-06T21:38:28.402000,,,,58.2,,,
2025-05-06T21:38:33.404000,,4.26,,,55.19,,12.88
2025-05-06T21:38:33.406000,,,297.12,,,38.59,
2025-05-06T21:38:33.407000,47.87,,,,,,
2025-05-06T21:38:33.408000,,,,72.71,,,
2025-05-06T21:38:38.410000,,2.32,,,21.92,,11.39
2025-05-06T21:38:38.411000,,,864.56,,,27.63,
2025-05-06T21:38:38.412000,83.55,,,41.16,,,
2025-05-06T21:38:43.412000,,3.9,,,47.42,,12.24
2025-05-06T21:38:43.413000,,,353.59,,,32.69,
2025-05-06T21:38:43.414000,98.28,,,48.39,,,
2025-05-06T21:38:48.417000,,3.16,,,34.69,,11.66
2025-05-06T21:38:48.418000,,,223.26,,,39.43,
2025-05-06T21:38:48.419000,64.97,,,53.34,,,
2025-05-06T21:38:53.421000,,4.15,,,59.82,,13.86
2025-05-06T21:38:53.422000,,,931.78,,,30.83,
2025-05-06T21:38:53.423000,36.35,,,26.03,,,
2025-05-06T21:38:58.426000,,3.81,,,48.91,,13.77
2025-05-06T21:38:58.427000,,,706.58,,,,
2025-05-06T21:38:58.428000,,,,,,29.38,
2025-05-06T21:38:58.429000,38.32,,,43.27,,,
2025-05-06T21:39:03.431000,,,,,,,13.59
2025-05-06T21:39:03.432000,,4.31,,,54.15,,
2025-05-06T21:39:03.433000,,,736.78,,,,
2025-05-06T21:39:03.434000,88.87,,,,,22.44,
2025-05-06T21:39:03.435000,,,,0.98,,,
2025-05-06T21:39:08.437000,,3.13,,,,,11.43
2025-05-06T21:39:08.438000,,,,,32.64,,
2025-05-06T21:39:08.440000,,,204.73,,,38.64,
2025-05-06T21:39:08.441000,55.49,,,,,,
2025-05-06T21:39:08.442000,,,,54.15,,,
2025-05-06T21:39:13.444000,,2.59,468.74,,,,
2025-05-06T21:39:13.445000,,,,,28.72,,11.31
2025-05-06T21:39:13.448000,,,,,,25.95,
2025-05-06T21:39:13.451000,57.79,,,,,,
2025-05-06T21:39:13.453000,,,,3.2,,,
2025-05-06T21:39:18.455000,,4.67,525.17,,64.3,,13.78
2025-05-06T21:39:18.456000,,,,,,30.38,
2025-05-06T21:39:18.457000,31.99,,,3.1,,,
2025-05-06T21:39:23.459000,,3.6,,,,,14.5
2025-05-06T21:39:23.460000,,,,,56.13,,
2025-05-06T21:39:23.461000,,,298.92,,,26.57,
2025-05-06T21:39:23.462000,94.39,,,,,,
2025-05-06T21:39:23.463000,,,,4.12,,,
2025-05-06T21:39:28.465000,,4.53,564.16,,49.16,34.89,10.78
2025-05-06T21:39:28.466000,24.01,,,,,,
2025-05-06T21:39:28.467000,,,,24.27,,,
2025-05-06T21:39:33.468000,,4.33,,,,,13.69
2025-05-06T21:39:33.470000,,,,,56.63,,
2025-05-06T21:39:33.471000,,,813.76,,,,
2025-05-06T21:39:33.472000,29.1,,,,,35.19,
2025-05-06T21:39:33.473000,,,,44.9,,,
2025-05-06T21:39:38.476000,,2.16,787.53,,35.7,,14.34
2025-05-06T21:39:38.477000,39.63,,,,,35.82,
2025-05-06T21:39:38.478000,,,,27.48,,,
2025-05-06T21:39:43.478000,,3.99,,,,,13.73
2025-05-06T21:39:43.479000,,,,,57.21,,
2025-05-06T21:39:43.481000,,,531.54,,,,
2025-05-06T21:39:43.482000,,,,,,24.43,
2025-05-06T21:39:43.484000,75.94,,,,,,
2025-05-06T21:39:43.485000,,,,71.47,,,
2025-05-06T21:39:48.489000,,3.8,383.72,,49.14,,12.81
2025-05-06T21:39:48.491000,,,,,,35.59,
2025-05-06T21:39:48.492000,37.04,,,,,,
2025-05-06T21:39:48.493000,,,,58.44,,,
2025-05-06T21:39:53.496000,,,679.83,,,,
2025-05-06T21:39:53.497000,97.3,,,88.45,,,
2025-05-06T21:39:53.498000,,3.14,,,35.62,31.34,11.82
2025-05-06T21:39:58.500000,,3.96,461.58,,46.17,33.19,11.28
2025-05-06T21:39:58.501000,66.53,,,51.64,,,
2025-05-06T21:40:03.504000,,2.74,,,34.7,,11.87
2025-05-06T21:40:03.505000,,,360.39,,,,
2025-05-06T21:40:03.506000,,,,,,33.29,
2025-05-06T21:40:03.507000,32.04,,,34.95,,,
2025-05-06T21:40:08.509000,,4.54,,,58.26,,13.41
2025-05-06T21:40:08.511000,,,263.72,,,21.05,
2025-05-06T21:40:08.512000,80.19,,,,,,
2025-05-06T21:40:08.514000,,,,62.86,,,
2025-05-06T21:40:13.514000,,2.46,,,32.03,,13.65
2025-05-06T21:40:13.515000,,,331.33,,,31.96,
2025-05-06T21:40:13.517000,89.81,,,,,,
2025-05-06T21:40:13.520000,,,,59.35,,,
2025-05-06T21:40:18.521000,,3.29,,,,,11.34
2025-05-06T21:40:18.522000,,,467.55,,38.49,,
2025-05-06T21:40:18.523000,68.34,,,38.77,,24.5,
2025-05-06T21:40:23.526000,,3.02,,,,,12.28
2025-05-06T21:40:23.528000,,,,,35.38,,
2025-05-06T21:40:23.532000,,,218.03,,,,
2025-05-06T21:40:23.534000,,,,,,33.7,
2025-05-06T21:40:23.537000,98.4,,,,,,
2025-05-06T21:40:23.547000,,,,74.71,,,
2025-05-06T21:40:28.550000,,3.73,,,49.52,,14.16
2025-05-06T21:40:28.551000,,,865.58,,,,
2025-05-06T21:40:28.552000,76.4,,,31.28,,36.08,
2025-05-06T21:40:33.553000,,,,,,,13.87
2025-05-06T21:40:33.554000,,4.96,,,66.65,,
2025-05-06T21:40:33.555000,,,279.79,,,,
2025-05-06T21:40:33.556000,,,,,,27.65,
2025-05-06T21:40:33.557000,81.07,,,26.39,,,
2025-05-06T21:40:38.560000,,4.07,844.21,,58.61,,14.25
2025-05-06T21:40:38.561000,90.43,,,71.07,,36.78,
2025-05-06T21:40:43.560000,,3.12,,,,,14.11
2025-05-06T21:40:43.561000,,,,,39.38,,
2025-05-06T21:40:43.562000,67.62,,535.57,,,36.03,
2025-05-06T21:40:43.563000,,,,42.64,,,
2025-05-06T21:40:48.565000,,3.37,,,35.3,,10.53
2025-05-06T21:40:48.566000,,,381.09,,,,
2025-05-06T21:40:48.567000,91.15,,,77.67,,30.08,
2025-05-06T21:40:53.569000,,2.47,,,24.79,,11.66
2025-05-06T21:40:53.570000,,,927.88,,,,
2025-05-06T21:40:53.571000,,,,,,34.01,
2025-05-06T21:40:53.572000,86.17,,,54.45,,,
2025-05-06T21:40:58.574000,,,,,,,14.26
2025-05-06T21:40:58.576000,,4.5,,,,,
2025-05-06T21:40:58.577000,,,700.23,,65.07,,
2025-05-06T21:40:58.578000,,,,,,33.98,
2025-05-06T21:40:58.579000,76.51,,,,,,
2025-05-06T21:40:58.580000,,,,75.73,,,
2025-05-06T21:41:03.581000,,4.91,,,,,12.87
2025-05-06T21:41:03.582000,,,662.12,,64.17,29.52,
2025-05-06T21:41:03.583000,70.3,,,81.58,,,
2025-05-06T21:41:08.585000,,3.77,,,,,12.79
2025-05-06T21:41:08.586000,,,509.24,,45.67,,
2025-05-06T21:41:08.587000,25.58,,,12.46,,29.72,
2025-05-06T21:41:13.588000,,,,,,,10.87
2025-05-06T21:41:13.589000,,3.09,654.48,,,,
2025-05-06T21:41:13.590000,,,,,37.84,21.8,
2025-05-06T21:41:13.591000,69.01,,,,,,
2025-05-06T21:41:13.592000,,,,46.33,,,
2025-05-06T21:41:18.594000,,4.68,,,58.68,,12.14
2025-05-06T21:41:18.595000,23.37,,855.41,,,32.6,
2025-05-06T21:41:18.596000,,,,34.74,,,
2025-05-06T21:41:23.598000,,3.15,,,42.73,,14.03
2025-05-06T21:41:23.599000,,,275.58,,,,
2025-05-06T21:41:23.600000,,,,,,33.68,
2025-05-06T21:41:23.601000,83.62,,,77.06,,,
2025-05-06T21:41:28.604000,,4.21,,,,,14.03
2025-05-06T21:41:28.605000,,,,,62.35,,
2025-05-06T21:41:28.606000,,,298.28,,,22.31,
2025-05-06T21:41:28.607000,59.05,,,12.82,,,
2025-05-06T21:41:33.609000,,4.05,,,,,10.6
2025-05-06T21:41:33.610000,,,,,45.97,,
2025-05-06T21:41:33.612000,,,710.25,,,,
2025-05-06T21:41:33.613000,24.34,,,,,27.37,
2025-05-06T21:41:33.615000,,,,73.97,,,
2025-05-06T21:41:38.624000,,2.07,,,,,13.52
2025-05-06T21:41:38.625000,,,960.35,,23.68,37.1,
2025-05-06T21:41:38.626000,59.57,,,53.72,,,
2025-05-06T21:41:43.626000,,4.78,,,55.52,,11.8
2025-05-06T21:41:43.627000,,,590.94,,,33.0,
2025-05-06T21:41:43.628000,22.34,,,2.18,,,
2025-05-06T21:41:48.630000,,4.41,,,,,13.0
2025-05-06T21:41:48.631000,,,595.98,,59.75,36.06,
2025-05-06T21:41:48.632000,39.33,,,65.52,,,
2025-05-06T21:41:53.634000,,2.61,,,27.73,,10.58
2025-05-06T21:41:53.635000,,,441.6,,,,
2025-05-06T21:41:53.636000,,,,,,25.59,
2025-05-06T21:41:53.637000,42.26,,,44.93,,,
2025-05-06T21:41:58.639000,,2.11,707.48,,24.87,,10.56
2025-05-06T21:41:58.640000,39.5,,,45.78,,31.85,
2025-05-06T21:42:03.643000,,3.82,717.94,,48.31,20.82,13.17
2025-05-06T21:42:03.644000,49.04,,,,,,
2025-05-06T21:42:03.645000,,,,20.02,,,
2025-05-06T21:42:08.647000,,3.56,,,,,12.42
2025-05-06T21:42:08.648000,,,420.2,,39.37,26.29,
2025-05-06T21:42:08.649000,20.41,,,65.1,,,
2025-05-06T21:42:13.649000,,2.59,,,28.14,,12.19
2025-05-06T21:42:13.650000,63.12,,589.08,,,21.96,
2025-05-06T21:42:13.651000,,,,18.71,,,
2025-05-06T21:42:18.653000,,2.88,,,,,10.88
2025-05-06T21:42:18.654000,,,309.28,,32.76,,
2025-05-06T21:42:18.655000,61.98,,,,,31.34,
2025-05-06T21:42:18.656000,,,,40.5,,,
2025-05-06T21:42:23.658000,,4.38,,,,,13.7
2025-05-06T21:42:23.659000,,,,,60.56,,
2025-05-06T21:42:23.660000,,,430.38,,,37.16,
2025-05-06T21:42:23.661000,62.88,,,21.93,,,
2025-05-06T21:42:28.663000,,4.37,,,64.94,,13.98
2025-05-06T21:42:28.664000,33.93,,256.26,,,35.92,
2025-05-06T21:42:28.665000,,,,20.45,,,
2025-05-06T21:42:33.667000,,4.17,,,47.23,,10.98
2025-05-06T21:42:33.668000,41.72,,589.62,,,26.52,
2025-05-06T21:42:33.669000,,,,62.36,,,
2025-05-06T21:42:38.672000,,2.28,,,,,11.66
2025-05-06T21:42:38.673000,,,440.31,,28.5,33.55,
2025-05-06T21:42:38.674000,25.67,,,34.6,,,
2025-05-06T21:42:43.674000,,3.8,,,48.35,,12.34
2025-05-06T21:42:43.675000,,,247.97,,,23.51,
2025-05-06T21:42:43.676000,95.78,,,,,,
2025-05-06T21:42:43.677000,,,,28.4,,,
2025-05-06T21:42:48.679000,,4.58,,,,,10.8
2025-05-06T21:42:48.680000,,,559.46,,48.66,,
2025-05-06T21:42:48.681000,43.73,,,,,38.1,
2025-05-06T21:42:48.682000,,,,78.48,,,
2025-05-06T21:42:53.684000,,,,,,,12.07
2025-05-06T21:42:53.685000,,3.51,,,,,
2025-05-06T21:42:53.686000,,,,,45.11,,
2025-05-06T21:42:53.687000,,,384.7,,,,
2025-05-06T21:42:53.688000,72.44,,,,,36.77,
2025-05-06T21:42:53.689000,,,,1.3,,,
2025-05-06T21:42:58.691000,,4.01,,,,,11.89
2025-05-06T21:42:58.692000,,,,,42.94,,
2025-05-06T21:42:58.694000,,,973.56,,,,
2025-05-06T21:42:58.696000,39.6,,,,,38.82,
2025-05-06T21:42:58.697000,,,,67.69,,,
2025-05-06T21:43:03.699000,,3.98,,,42.39,,11.59
2025-05-06T21:43:03.700000,,,901.5,,,22.51,
2025-05-06T21:43:03.701000,23.72,,,59.13,,,
2025-05-06T21:43:08.704000,,4.74,,,,,12.05
2025-05-06T21:43:08.705000,,,,,56.53,,
2025-05-06T21:43:08.706000,,,849.63,,,29.64,
2025-05-06T21:43:08.707000,47.2,,,55.26,,,
2025-05-06T21:43:13.707000,,,,,,,14.05
2025-05-06T21:43:13.709000,23.6,2.93,935.33,,42.54,39.38,
2025-05-06T21:43:13.710000,,,,44.69,,,
2025-05-06T21:43:18.776000,,,,,,,13.5
2025-05-06T21:43:18.785000,,4.35,376.64,,57.43,,
2025-05-06T21:43:18.786000,,,,,,36.19,
2025-05-06T21:43:18.791000,34.42,,,,,,
2025-05-06T21:43:18.792000,,,,69.79,,,
2025-05-06T21:43:23.796000,,,,,,,11.89
2025-05-06T21:43:23.797000,,4.54,,,50.9,,
2025-05-06T21:43:23.798000,66.38,,851.5,,,24.4,
2025-05-06T21:43:23.799000,,,,71.46,,,
2025-05-06T21:43:28.800000,,3.7,801.42,,46.28,,12.06
2025-05-06T21:43:28.801000,99.25,,,82.55,,39.85,
2025-05-06T21:43:33.803000,,3.25,,,37.09,,12.51
2025-05-06T21:43:33.804000,79.0,,472.6,,,29.3,
2025-05-06T21:43:33.805000,,,,78.66,,,
2025-05-06T21:43:38.806000,,2.3,,,29.25,,11.31
2025-05-06T21:43:38.807000,63.0,,919.81,66.36,,23.91,
2025-05-06T21:43:43.807000,,4.93,,,71.16,,14.19
2025-05-06T21:43:43.808000,29.02,,991.85,,,20.91,
2025-05-06T21:43:43.809000,,,,21.67,,,
2025-05-06T21:43:48.811000,,3.92,,,,,11.25
2025-05-06T21:43:48.812000,,,454.93,,43.04,,
2025-05-06T21:43:48.813000,31.81,,,69.87,,21.08,
2025-05-06T21:43:53.815000,,,,,,,11.12
2025-05-06T21:43:53.816000,,4.24,,,,,
2025-05-06T21:43:53.817000,,,,,51.91,,
2025-05-06T21:43:53.818000,,,633.67,,,24.67,
2025-05-06T21:43:53.819000,41.29,,,14.11,,,
2025-05-06T21:43:58.821000,,3.76,,,42.29,,12.57
2025-05-06T21:43:58.822000,,,646.32,,,,
2025-05-06T21:43:58.823000,,,,,,25.52,
2025-05-06T21:43:58.824000,64.67,,,,,,
2025-05-06T21:43:58.825000,,,,11.13,,,
2025-05-06T21:44:03.828000,,3.73,,,,,10.95
2025-05-06T21:44:03.829000,,,925.59,,37.79,,
2025-05-06T21:44:03.830000,,,,,,36.27,
